movie_id,title,genres,year,tmdb_id,imdb_id,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,body,sentiment_score,weighted_rating
354,Cobb (1994),Drama,1994,29973,tt0109450,6.1,29,6.4,7601,al stump famous sportswriter chosen ty cobb cowrite official authorized autobiography death cobb widely feared despised feel misunderstood want set record straight greatest ballplayer ever word everyone hated baseball legend loved baseball sport historical figure  RonShelton TommyLeeJones RobertWuhl LolitaDavidovich NedBellamy  drama,-0.5423,-0.32079545869987947
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994,888,tt0109813,5.0,559,5.0,80365,modern stone age family flintstone hit big screen liveaction version classic cartoon fred help barney adopt child barney see opportunity repay slate mining test employee find new executive good deed go unpunished yabbadabbadoo manager jealousy bad motherinlaw adoption family daily life stone age plan friendship best friend dinosaur  BrianLevant JohnGoodman ElizabethPerkins RickMoranis RosieO'Donnell  children comedy fantasy,0.9442,-1.7228160873278846
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,13,tt0109830,8.2,8147,8.8,1979560,man low iq accomplished great thing life present significant historic event case far exceeding anyone imagined could yet despite thing attained one true love eludes forrest gump story man rose challenge proved determination courage love important ability world never seen eye forrest gump vietnam veteran hippie mentally disabled running based novel vietnam vietnam war friendship love family relationship bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee  RobertZemeckis TomHanks RobinWright GarySinise MykeltiWilliamson  comedy drama romance war,0.9867,2.230374167816305
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,712,tt0109831,6.6,654,7.1,149636,four wedding funeral british comedy british man named charles american woman named carrie go numerous wedding determine right one another five good reason stay single upper class love first sight wedding vow marriage proposal yuppie love one life lone wolf snob witness bride bridegroom bridesmaid funeral clumsy fellow friendship wedding gay couple  MikeNewell HughGrant AndieMacDowell JamesFleet SimonCallow  comedy romance,0.9287,0.24330755568869974
358,Higher Learning (1995),Drama,1995,16295,tt0113305,6.4,49,6.5,19750,malik omar epps africanamerican student attending track scholarship academic strong suit go thinking athletic ability earn free ride college fudge ice cube professional student columbus six year far becomes friendly malik challenge view race politics america racism violence date rape athletic scholarship black militant resentment school shooting  JohnSingleton OmarEpps KristySwanson MichaelRapaport JenniferConnelly  drama,-0.6597,-0.007503642324231922
359,I Like It Like That (1994),Comedy|Drama|Romance,1994,48992,tt0110091,6.3,4,6.8,1698,lisette husband chino face marital difficulty fed kid job trouble mother rosaria hate lisette neighborhood tramp design chino thing get even worse chino go jail lisette get good job uptown marriage saved lisette everyday become independence day puerto rican love jail independent film theft woman director  DarnellMartin LaurenVélez JonSeda TomasMelly DesireeCasado  comedy drama romance,0.6249,-0.0818735140031533
360,I Love Trouble (1994),Action|Comedy,1994,10879,tt0110093,5.3,41,5.3,11997,rival chicago reporter sabrina peterson robert peter brackett nolte reluctantly join force uncover train wreck conspiracy bite chew pursuing story bickering along way falling love despite fact many year older shesabrina ambitious gifted reporter willing whatever take learn truth train accident lead conflict reluctant partnership fading star newsman peter work rival paper polar opposite chase woman smoke cigar published first novel pursuit story peter sabrina clash virtually everything also subject sabrina indecent exposure front group boy scout catch skinny dipping romance never dangerous newspaper adversary reporter experience  CharlesShyer NickNolte SaulRubinek JamesRebhorn JuliaRoberts  action comedy,0.8246,-1.20459598267494
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,10660,tt0110167,6.1,154,6.4,38951,charlie lang simple kindhearted new york city cop realizes money tip waitress yvonne biasi lang offer half winning lottery ticket amazingly ticket happens winner sum 4 million true word lang proceeds share prize money biasi infuriates greedy wife muriel content arrangement muriel begin scheming take money cop waitress lottery ticket waitress cop lottery ticket winning lottery  AndrewBergman NicolasCage BridgetFonda RosiePerez WendellPierce  comedy drama romance,0.9605,-0.36298554580987236
362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994,10714,tt0110213,5.9,107,6.0,17646,raised wild animal since childhood mowgli drawn away jungle beautiful kitty mowgli must eventually face corrupt capt boone want kitty hand treasure monkey city place mowgli find indian lead tiger feral child british panther bear jungle falling love  StephenSommers JasonScottLee CaryElwes LenaHeadey SamNeill  adventure children romance,0.959,-0.5935863239790622
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993,41647,tt0107472,7.3,5,8.2,2929,documentary recount life work one famous yet reviled german film director history leni riefenstahl film recount rise career dancer movie actor important film director nazi germany directed famous propaganda film triumph olympiad film also explores later activity nazi germany defeat 1945 disgrace associated includes amazingly active life age 90 nazi propaganda artist life nazi germany filmmaker  RayMüller LeniRiefenstahl MarleneDietrich WalterFrentz HorstKettner  documentary,-0.3197,0.48867291459810946
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|,1994,8587,tt0110357,8.0,5520,8.5,1016740,young lion cub named simba cant wait king uncle craves title stop nothing get life greatest adventure finding place circle life loss parent wild boar uncle shaman redemption king scar hyena meerkat  RogerAllers JonathanTaylorThomas MatthewBroderick JamesEarlJones JeremyIrons  adventure animation children drama musical ,-0.5053,1.9816026067062569
365,Little Buddha (1993),Drama,1993,1689,tt0107426,6.0,76,6.1,16749,little buddha movie life siddhartha starring keanu reef bridget fonda directed bernardo bertolucci magical journey place past present meet buddhist tibet reincarnation buddha siddhartha independent film  BernardoBertolucci KeanuReeves BridgetFonda ChrisIsaak RuochengYing  drama,0.0,-0.4671140619873605
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994,11596,tt0111686,6.4,297,6.4,57036,freddys back badder ever nancy historical nemesis man satanic snarl pitchfork finger discovers new monstrous demon taken freddys persona nancy stop new threat time save son one two freddys coming fire kidnapping nightmare earthquake insomnia supernatural celebrity mascot alternate dimension fame hospital hollywood storytelling alternate reality selfreferential reboot film industry disfigurement sleepwalking meta film dream cameo  WesCraven HeatherLangenkamp RobertEnglund MikoHughes WesCraven  drama horror mystery thriller,-0.4939,-0.0032755789341429808
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994,854,tt0110475,6.6,2550,6.9,373872,timid bank clerk stanley ipkiss discovers magical mask containing spirit norse god loki entire life change wearing mask ipkiss becomes supernatural playboy exuding charm confidence allows catch eye local nightclub singer tina carlyle unfortunately mask influence ipkiss also robs bank anger junior crime lord dorian tyrell whose goon get blamed heist zero hero dual identity bank mockery green balloon jail cell norse mythology  ChuckRussell JimCarrey CameronDiaz NancyFish TimBagley  action comedy crime fantasy,-0.8225,0.24524457918162526
368,Maverick (1994),Adventure|Comedy|Western,1994,9359,tt0110478,6.6,490,7.0,109688,maverick gambler would rather con someone fight need additional three thousand dollar order enter winner take poker game begin day try win try collect debt recover little loot reward join force woman gambler marvelous southern accent two try enter game hand deck card thing dangerous gun poker mississippi saloon ship native american run based tv series steamboat attempted robbery cowboy outlaw  RichardDonner MelGibson JodieFoster JamesGarner GrahamGreene  adventure comedy western,0.9355,0.24244386001051993
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,23333,tt0110588,6.3,20,6.4,4550,dorothy parker remembers heyday algonquin round table circle friend whose barbed wit like fueled alcohol flirted despair new york 1920s place algonquin person know dorothy parker new york alcohol prohibition biography romance independent film theater flashback 1920s  AlanRudolph JenniferJasonLeigh CampbellScott MatthewBroderick GwynethPaltrow  drama,0.7783,-0.10953105419539781
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,36593,tt0110622,6.4,535,6.5,102793,frank drebin persuaded retirement go undercover state prison find top terrorist rocco planned escape frank wife jane desperate baby add frank problem host celebrity academy award ceremony humiliated frank blunder way trying foil rocco mad bomber loose anyone stop himso frank undercover spoof state prison  PeterSegal LeslieNielsen PriscillaPresley GeorgeKennedy O.J.Simpson  action comedy,-0.9509,-0.002864419138328069
371,"Paper, The (1994)",Comedy|Drama,1994,12280,tt0110771,6.1,40,6.6,14036,henry hackett editor new york city tabloid workaholic love job long hour low pay leading discontent also publisher bernie white face financial strait hatchetman alicia clark henry nemesis impose unpopular cutback behindthelines look work marriage form combat new york research success tageszeitung murder  RonHoward MichaelKeaton RobertDuvall GlennClose MarisaTomei  comedy drama,-0.1027,-0.33374947356834184
372,Reality Bites (1994),Comedy|Drama|Romance,1994,2788,tt0110950,6.5,180,6.6,49059,small circle friend suffering postcollegiate blue must confront hard truth life love pursuit gainful employment struggle map survival guide future genx quartet soon begin realize reality cracked comedy love 90 roommate yuppie generation confilct camcorder cohabitant cabriolet fictional tv show unemployed  BenStiller WinonaRyder BenStiller JaneaneGarofalo SteveZahn  comedy drama romance,0.9432,0.11639120302110499
373,Red Rock West (1992),Thriller,1992,10427,tt0105226,6.4,71,7.0,22021,promised job texan michael fails materialise wyoming mike mistaken wayne hitman hired kill unfaithful wife suzanne mike take full advantage situation collect money run getaway thing go wrong soon get worse run real hitman lyle nothing seems sheriff wyoming hitman bag money neonoir  JohnDahl NicolasCage DennisHopper LaraFlynnBoyle J.T.Walsh  thriller,-0.9062,-0.0060248501598640395
374,Richie Rich (1994),Children|Comedy,1994,11011,tt0110989,5.4,426,5.4,68233,billionaire heir richie rich including reggie jackson batting coach claudia schiffer personal trainer playmate whats scoundrel laurence van dough scheming take family empire uhoh enter faithful butler cadbury save day adventure big even world richest kid cant afford miss family life raft private airplane toothbrush gluttony magnifying glass rubber boat  DonaldPetrie MacaulayCulkin JohnLarroquette EdwardHerrmann ChristineEbersole  children comedy,0.9541,-1.2276229912455405
376,"River Wild, The (1994)",Action|Thriller,1994,8987,tt0110997,6.1,214,6.4,45629,family vacation rafting expert gail take pair armed killer navigating spectacularly violent river vacation river robber boston bank robber marriage crisis hostagetaking rafting criminal white water rafting  CurtisHanson MerylStreep DavidStrathairn KevinBacon BenjaminBratt  action thriller,-0.9735,-0.3661918388721349
377,Speed (1994),Action|Romance|Thriller,1994,1637,tt0111257,6.8,1814,7.3,353635,los angeles swat cop jack traven bomb expert howard payne major ransom money first rigged elevator tall building rigged busif slows blow bad enough day nightmare la traffic thats still end get ready rush hour bomb airport bus bus ride highway bomb planting  JandeBont KeanuReeves DennisHopper SandraBullock JoeMorton  action romance thriller,-0.891,0.4924406792573699
378,Speechless (1994),Comedy|Romance,1994,15128,tt0111256,5.5,24,5.8,5147,romantic comedy michael keaton geena davis speechwriter competing political campaign witty amusing political junky amongst u two side every relationship trust either politics love speech writer  RonUnderwood MichaelKeaton GeenaDavis ChristopherReeve BonnieBedelia  comedy romance,0.9657,-0.9115685692723434
379,Timecop (1994),Action|Sci-Fi|Thriller,1994,8831,tt0111438,5.5,288,5.9,59072,officer security agency regulates time travel must fend life shady politician tie past killed wife ten year ago still time save murder forever martial art time travel science fiction alternative reality  PeterHyams Jean-ClaudeVanDamme MiaSara RonSilver BruceMcGill  action sci-fi thriller,-0.6369,-1.098419648247204
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994,36955,tt0111503,6.8,1138,7.3,252585,harry tasker secret agent united state government year kept job wife forced reveal identity try stop nuclear terrorist wife kidnapped said never said spy terrorist florida gun kidnapping horseback riding florida key secret agent terrorist plot top secret woman glass truth serum mushroom cloud jackhammer special agent key west  JamesCameron ArnoldSchwarzenegger JamieLeeCurtis TomArnold BillPaxton  action adventure comedy romance thriller,-0.743,0.49141353252612696
381,When a Man Loves a Woman (1994),Drama|Romance,1994,10449,tt0111693,6.0,71,6.5,21917,airline pilot wife forced face consequence alcoholism addiction threaten life daughter safety woman enters detox husband must face truth enabling behavior good time bad time man love woman time wife husband relationship new love family alcoholic therapy  LuisMandoki AndyGarcía MegRyan EllenBurstyn TinaMajorino  drama romance,0.8979,-0.4650471877475824
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994,10395,tt0111742,6.0,221,6.2,55725,publisher randall becomes werewolf fight keep job animal adultery heal bite werewolf  MikeNichols JackNicholson ChristopherPlummer JamesSpader MichellePfeiffer  drama horror romance thriller,-0.3182,-0.48741098573884145
383,Wyatt Earp (1994),Western,1994,12160,tt0111756,6.5,203,6.7,49987,covering life time one west iconic hero wyatt earp weave intricate tale earp friend family star studded cast sweeping cinematography authentic costume wyatt earp led way western revival 90 epic story love adventure lawless land gunslinger gambling sheriff deputy sheriff wretch wyatt earp historical figure doc holliday  LawrenceKasdan KevinCostner DennisQuaid GeneHackman DavidAndrews  western,0.9313,0.11698575168978106
384,Bad Company (1995),Action|Crime|Drama,1995,40480,tt0112443,4.9,12,5.4,3060,nelson crowe cia operative thumb company disputed delivery 50000 gold blackmail working grime organization set private company hire blackmail prominent individual crowe working margaret well another former covert operation operative blackmail bribe state supreme court judge deal sour one crowes coworkers tod stapp discovers crowes current cia involvement plot overthrow grime blackmail cut deal blackmail occurs well manipulates crowe kill grime cia u discovery blackmail well killing crowe trust bribery blackmail murder speciality house cia judge blackmail  DamianHarris LaurenceFishburne EllenBarkin FrankLangella MichaelBeach  action crime drama,-0.9485,-1.273481357953949
385,"Man of No Importance, A (1994)",Drama,1994,52038,tt0110455,6.5,2,6.7,1112,alfie byrne middleaged bus conductor dublin 1963 would appear live life quiet desperation gay firmly closeted sister always trying find right girl passion oscar wilde hobby putting amateur theatre production local church hall follow struggle temptation friendship disapproval conservative yet oddly lyrical world ireland early 1960s extraordinary tale ordinary hero gay dublin friendship ireland theater middle age oscar wilde  SuriKrishnamma AlbertFinney BrendaFricker MichaelGambon TaraFitzgerald  drama,0.7964,-0.0067817827061924605
386,S.F.W. (1994),Drama,1994,29444,tt0111048,6.1,22,5.8,5060,alienated misanthropic teenager gain sudden unwanted celebrity status taken hostage terrorist indifference threat kill make news headline fate made hostage medium made star loss brother hostage tv show medium celebrity escape teenage girl hospital teenager masked man tragic event popularity homecoming tv news  JeferyLevy StephenDorff ReeseWitherspoon JakeBusey JoeyLaurenAdams  drama,-0.9186,-0.30721450001175504
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994,26352,tt0110399,6.0,31,5.9,7220,black detective becomes embroiled web danger searching fortune missing drug money course investigation encounter various old connection ultimately confronting criminal responsible shame expulsion force must also deal two woman angela beautiful old flame peach energetic annoying sidekick armed dangerously funny fbi drug crime violence drug private detective blast  KeenenIvoryWayans KeenenIvoryWayans CharlesS.Dutton JadaPinkettSmith SalliRichardson-Whitfield  action comedy,-0.91,-0.4282927719184688
388,Boys Life (1995),Drama,1995,39953,tt0112570,2.0,1,7.2,514,three short film collection present young gay man threshold adulthood pool day justin 17year old bethesda lad hired evening life guard fitness center course summer realizes embrace gay friend dorothy winston arrives upstate freshman year nyu figure help anne hometown friend build social life young gay man city disco year tom look back 1978 year high school came closet one joyful several painful encounter 3 tale love lust liberation  RobertLeeKing JamesAndrews MaryBethAylesworth MikeBarbour  drama,0.9565,-0.8471376275369972
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994,41580,tt0109454,5.9,9,6.9,1899,colonel chabert severely wounded frenchrussian napoleonic war point medical examiner signed death certificate regains health memory go back paris widow anne married count ferraud financing rise power using chaberts money chabert hire lawyer help get back money honor  YvesAngelo GérardDepardieu FannyArdant FabriceLuchini AndréDussollier  drama romance war,-0.7351,-0.39887813229819175
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965,315,tt0059170,6.5,59,6.6,14762,three stripper seeking thrill encounter young couple desert dispatching boyfriend take girl hostage begin scheming crippled old man living two son desert reputedly hiding tidy sum cash become house guest old man try seduce son attempt locate money realizing old man sinister intention gogo wild ride action girl killing sport car gogo dancer eroticism kidnapping independent film b movie exploitation film  RussMeyer TuraSatana Haji LoriWilliams SueBernard  action crime drama,-0.91,0.10631259781152153
391,Jason's Lyric (1994),Crime|Drama,1994,22067,tt0110186,5.9,9,6.6,4102,story young man must confront fear love well relationship family friend love courage family relationship fear relationship gospel singer  DougMcHenry AllenPayne JadaPinkettSmith BokeemWoodbine EddieGriffin  crime drama,0.743,-0.39887813229819175
393,Street Fighter (1994),Action|Adventure|Fantasy,1994,11667,tt0111301,4.1,330,4.0,70649,col guile various martial art hero fight tyranny dictator bison cohort fight save world dictator martial art hostage liberation hostage hostagetaking street fighter united nation based video game  StevenE.deSouza Jean-ClaudeVanDamme RaúlJuliá Ming-NaWen ДэмианЧапа  action adventure fantasy,0.8074,-2.8088614922307484
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994,8011,tt0110027,4.5,110,4.4,20896,start 15th century connor mcleod christopher lambert training another immortal swordsman japanese sorcerer nakano mako evil immortal named kane mario van peebles kill old wizard resulting battle leaf buried underground cave kane resurfaces 20th century create havoc mcleod stop throughout time hunted fulfilling prophecy one japan new york scotland morocco good bad  AndrewMorahan ChristopherLambert MarioVanPeebles DeborahKaraUnger Mako  action fantasy,-0.936,-2.2451268289472246
406,Federal Hill (1994),Drama,1994,171857,tt0109785,5.0,2,6.3,465,providence italian neighborhood federal hill five young immersed drug crime violence everything change one guy band know love  MichaelCorrente NicholasTurturro AnthonyDeSando LibbyLangdon  drama,-0.5267,-0.48420479904878044
407,In the Mouth of Madness (1995),Horror|Thriller,1995,2654,tt0113409,7.1,307,7.1,67584,disappearance hack horror writer sutter cane hell breaking looseliterally author cane seems knack description really brings evil creepycrawlies life insurance investigator john trent sent investigate cane mysterious vanishing act end sleepy little east coast town hobbs end lived good book lately small town paranoia new hampshire insanity suspense hp lovecraft diner author disappearance church violence gothic crucifix new england insurance investigator ghost town publisher horror novel  JohnCarpenter SamNeill JulieCarmen JürgenProchnow DavidWarner  horror thriller,-0.9815,0.8495526781229469
408,8 Seconds (1994),Drama,1994,18069,tt0109021,7.2,22,6.6,5190,film chronicle life lane frost 1987 prca bull riding world champion marriage friendship tuff hedeman threetime world champion cody lambert hang ride life rodeo independent film cowboy bull riding  JohnG.Avildsen LukePerry StephenBaldwin CynthiaGeary JamesRebhorn  drama,0.8934,0.7733414779837713
409,Above the Rim (1994),Crime|Drama,1994,19092,tt0109035,6.7,40,6.6,15344,story promising high school basketball star relationship two brother one drug dealer former basketball star fallen hard time employed security guard game play game play sport  JeffPollack DuaneMartin TupacAmaruShakur BernieMac MarlonWayans  crime drama,0.3612,0.3167133259901195
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993,2758,tt0106220,6.5,537,6.8,90648,sibling wednesday pugsley addams stop nothing get rid pubert new baby boy adored parent gomez morticia thing go bad worse new black widow nanny debbie jellinsky launch plan add fester collection dead husband family got little stranger jealousy baby brother sister relationship butler yuppie nanny summer camp guillotine uncle  BarrySonnenfeld RaúlJuliá AnjelicaHuston ChristopherLloyd ChristinaRicci  children comedy fantasy,-0.8696,0.1199411220433235
412,"Age of Innocence, The (1993)",Drama,1993,10436,tt0106226,7.0,172,7.2,58514,tale 19th century new york high society young lawyer fall love woman separated husband engaged woman cousin world tradition age innocence dared break rule upper class new york lover countess lawyer 19th century  MartinScorsese DanielDay-Lewis MichellePfeiffer WinonaRyder AlexisSmith  drama,0.9231,0.7165520956582886
413,Airheads (1994),Comedy,1994,13595,tt0109068,5.8,222,6.1,50249,lone ranger heavymetal dream single demo tape cant get anyone play solution hijack rock station hold deejays hostage agree broadcast band tape amp nobody home radio station heavy metal rock band  MichaelLehmann BrendanFraser SteveBuscemi AdamSandler ChrisFarley  comedy,0.6327,-0.7294002889484991
414,"Air Up There, The (1994)",Comedy,1994,46094,tt0109067,5.1,42,5.5,8936,jimmy dolan college basketball coach want big promotion get need make dramatic find end deep africa hoping recruit saleh huge basketball prodigy jimmy glimpsed home movie saleh chief son responsibility home since tribe land threatened mining company hotshot basketball team sport  PaulMichaelGlaser KevinBacon CharlesGitongaMaina YolandaVazquez  comedy,0.5994,-1.4261460628904428
415,Another Stakeout (1993),Comedy|Thriller,1993,9409,tt0106292,4.9,58,5.6,14025,chris bill called upon excellent surveillance record stakeout lakeside home mafia trial witness believed heading already hiding unlike earlier stakeout time accompanied gina garret da office pet rottweiler archie cover husband wife son bill theyre look thrill action adventure staatsanwltin cop gangster stakeout police stakeout  JohnBadham RichardDreyfuss EmilioEstevez RosieO'Donnell DennisFarina  comedy thriller,0.8481,-1.6994570174904065
416,Bad Girls (1994),Western,1994,11853,tt0109198,4.6,61,5.2,12513,four former harlot try leave wild west colorado exact head north make better life unfortunately someone cody past let happen easily dangerous time woman good time friend female nudity revenge wild west blonde woman fast draw tough girl gun fu pistol duel small western town  JonathanKaplan MadeleineStowe MaryStuartMasterson AndieMacDowell DrewBarrymore  western,-0.743,-2.046916438093096
417,Barcelona (1994),Comedy|Romance,1994,16771,tt0109219,6.6,20,7.0,6163,1980s uptight ted boynton salesman working barcelona office chicagobased company receives unexpected visit cousin fred naval officer come spain public relation mission u fleet exactly friend past ted fred strike relationship woman spanish city experience conflict ted employer fred barcelona community american anti american love barcelona spain navy independent film  WhitStillman TaylorNichols ChrisEigeman MiraSorvino TushkaBergen  comedy romance,0.7783,0.17914332777918937
418,Being Human (1993),Drama,1993,46924,tt0106379,5.0,15,5.3,4047,one man must learn meaning courage across four lifetime century apart hector history way repeating success medieval time struggle  BillForsyth RobinWilliams MaudieJohnson MaxJohnson RobertCarlyle  drama,0.6808,-1.2691774826439757
419,"Beverly Hillbillies, The (1993)",Comedy,1993,11041,tt0106400,5.0,86,5.0,18482,jed clampett kin move arkansas beverly hill becomes billionaire oil strike country folk naive regard life big city jed start search new wife inevitably plenty taker con artist ready make fast buck day moved beverly hill moved arkansas oil based tv series billionaire hillbilly beverly hill woman director  PenelopeSpheeris JimVarney DiedrichBader ЭрикаЭлениак ClorisLeachman  comedy,0.34,-1.6334458521554713
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994,306,tt0109254,5.5,445,5.5,80706,back sunny southern california trail two murderer axel foley team la cop billy rosewood soon discover amusement park used front massive counterfeiting ring run gang shot billy bos detective undercover security camera carousel investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hill buddy comedy  JohnLandis EddieMurphy JudgeReinhold HéctorElizondo GilbertR.Hill  action comedy crime thriller,-0.1027,-1.1057651876425862
421,Black Beauty (1994),Adventure|Children|Drama,1994,14522,tt0109279,6.6,68,6.6,9923,fate horse people command revealed black beauty narrates circle life horse country life woman director  CarolineThompson AlanCumming SeanBean DavidThewlis JimCarter  adventure children drama,0.7269,0.22257443503439672
422,Blink (1994),Thriller,1994,26203,tt0109297,6.3,45,6.2,8417,emma attractive girl 20 blind 20 year new type eye operation partially restores sight problem sometimes remember seen later one night awakened commotion upstairs peering door see shadowy figure descending stair convinced neighbour murdered approach police find unsure new eye playing trick cant see kill killer blindness  MichaelApted MadeleineStowe AidanQuinn JamesRemar PeterFriedman  thriller,0.6346,-0.11786778813621948
423,Blown Away (1994),Action|Thriller,1994,178,tt0109303,6.0,126,6.2,30798,blown away tell story jimmy dove work boston bomb squad shortly dove leaf force partner killed bomb dove think might made someone know 5 4 3 2 1times terrorist boston firework orchestra anarchist concert computer revenge irish wedding explosion violence roulette wheel capsized ship belfast bomb planting headphone flashback bomb attack blast human bomb  StephenHopkins JeffBridges TommyLeeJones SuzyAmis LloydBridges  action thriller,-0.9886,-0.4791577601372119
424,Blue Chips (1994),Drama,1994,19819,tt0109305,5.7,41,6.2,13644,pete bell college basketball coach lot pressure team winning cannot attract new player star future secretly paid booster practice forbidden college game pete desperate pressure around sport basketball drama  WilliamFriedkin NickNolte ShaquilleO'Neal MaryMcDonnell J.T.Walsh  drama,-0.7359,-0.7696105677850262
425,Blue Sky (1994),Drama|Romance,1994,57834,tt0109306,6.1,28,6.4,7435,hank marshall tough squarejawed straitlaced army engineer nuclear science expert assigned help conduct weaponstesting 1950s america hank become thorn side army though couple different reason outspoken opponent atmospheric testing though superior hold contrary view want squelch concernsand report problem wife carly voluptuous volatile wreaking havoc personal life stirring intrigue new army base world secret love powerful weapon mental disease nuclear missile history nymphomaniac dysfunctional marriage independent film  TonyRichardson JessicaLange TommyLeeJones PowersBoothe CarrieSnodgress  drama romance,0.8316,-0.31919972475427455
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993,4722,tt0106452,5.8,102,6.0,19296,environmental protection agency inspector steve malone travel remote military base order check toxic material brings family along ride arriving base teenage daughter marti befriends jean platt daughter base commander general platt people base begin acting strangely marti becomes convinced slowly replaced plantlike alien imagine gone someone else living inside body distrust military base remake alien escape soldier alien invasion alien infection sleeping doppelganger emotionless  AbelFerrara GabrielleAnwar TerryKinney BillyWirth ChristineElise  horror sci-fi thriller,-0.5994,-0.7096738364141595
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993,18215,tt0106471,4.5,59,4.7,12063,top surgeon besotted beautiful woman ditched unable come term life without try convince need idea horrific accident leaf mercy plot bizarre perhaps sick time ending abruptly twist beyond love beyond obsession hide something beyond reason obsession dream kidnapping nudity suspense unrequited love doctor car accident obsessive love woman director captivity  JenniferChambersLynch JulianSands SherilynFenn BillPaxton KurtwoodSmith  drama mystery romance thriller,0.5362,-2.1540790906746805
428,"Bronx Tale, A (1993)",Drama,1993,1607,tt0106489,7.4,447,7.8,137714,set bronx tumultuous 1960s adolescent boy torn honest workingclass father violent yet charismatic crime bos complicating matter youngster growing attraction forbidden neighborhood beautiful black girl one man life neighborhood another man owns gambling father son relationship black people italoamerican italian loyalty gangster bos funeral molotow cocktail gang leader nostalgia game dice bus driver best friend extreme violence witness murder hoodlum xenophobia father figure  RobertDeNiro RobertDeNiro ChazzPalminteri LilloBrancato FrancisCapra  drama,-0.1531,1.222433717524261
429,Cabin Boy (1994),Comedy,1994,26391,tt0109361,4.9,28,5.2,8605,foulmouthed finishing school graduate mistakenly wind illfated fishing boat face wrath crew considers bad luck setting sail high sea without rudder compass clue  AdamResnick ChrisElliott RitchBrinkley JamesGammon BrianDoyle-Murray  comedy,-0.0516,-1.553154597762808
430,Calendar Girl (1993),Comedy|Drama,1993,117553,tt0106505,3.7,10,5.1,2287,like many adolescent boy roy darpinian hots movie diva one particular wet dream half america 1950s marilyn monroe difference one summer holiday actually decided enlist spineless buddy scott foreman ned bleuer actually drive way hollywood make many desperate attempt take meet get arrested trying setback embarrassment even publicly bareass stop distract odds finally even got chance help three boy journey discovery hollywood early sixty male nudity tattoo california father son relationship beach radio narration con man nostalgia calendar cop party stolen money domestic abuse stalking coming age diner marijuana hollywood summer movie star stolen car practical joke military enrollment small time thug movie clip live life fullest fictionalized biography  JohnWhitesell JasonPriestley GabrielOlds JerryO'Connell JoePantoliano  comedy drama,-0.7184,-2.141454691605614
431,Carlito's Way (1993),Crime|Drama,1993,6075,tt0106519,7.7,805,7.9,213444,puertorican excon released prison pledge stay away drug violence despite pressure around lead better life outside nyc got good future live past next week prison 1970s puerto rican release prison criminal past love night club violence drug disco  BrianDePalma AlPacino SeanPenn PenelopeAnnMiller JohnLeguizamo  crime drama,-0.9338,1.59945615774758
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994,11310,tt0109439,4.9,103,5.5,19483,mitch robbins 40th birthday begin quite well return home find brother glen black sheep family sofa nevertheless wonderful birthdaynight wife discovers treasure map curly chance together phil unfortunately glen try find hidden gold curlys father desert arizona nevada gold birthday treasure hunt gold bar friendship bracelet cowboy  PaulWeiland BillyCrystal DanielStern JonLovitz JackPalance  adventure comedy western,0.9412,-1.7676328693303798
433,Clean Slate (1994),Comedy,1994,18658,tt0109443,5.7,25,5.7,3909,pogue private eye problem every morning wake total amnesia waking blank slate since middle hot investigation developing romance le convenient  MickJackson DanaCarvey ValeriaGolino JamesEarlJones KevinPollak  comedy,0.5267,-0.7168102377733089
